application_id,resume_id,job_record_id,job_title,company,source_id,matched_skills,missing_skills,skill_match_rate,dimension_match_rate,experience_match_score,education_match_score,relative_ability_score,success_probability,outcome_label,scoring_basis,scored_at
synthetic:resume-ai-001:tencent_careers:2071425562643185664,resume-ai-001,tencent_careers:2071425562643185664,腾讯游戏-商业分析师,Tencent,tencent_careers,,Product,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2071425562643185664,resume-java-001,tencent_careers:2071425562643185664,腾讯游戏-商业分析师,Tencent,tencent_careers,,Product,0.0,0.0,1.0,1.0,35.0,0.2322,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2074423219565277184,resume-ai-001,tencent_careers:2074423219565277184,Tencent Cloud - EdgeOne Product Solution Architecture Intern (Malaysia) 107745,Tencent,tencent_careers,RAG,Go|Design|Unity|Security|Product,0.1667,0.3333,0.55,1.0,39.57,0.2772,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2074423219565277184,resume-java-001,tencent_careers:2074423219565277184,Tencent Cloud - EdgeOne Product Solution Architecture Intern (Malaysia) 107745,Tencent,tencent_careers,Design,Go|RAG|Unity|Security|Product,0.1667,0.5,0.75,1.0,46.9,0.3596,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2052403404545896448,resume-ai-001,tencent_careers:2052403404545896448,腾讯游戏-海外战略商务拓展经理-新星引力计划,Tencent,tencent_careers,,Marketing,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2052403404545896448,resume-java-001,tencent_careers:2052403404545896448,腾讯游戏-海外战略商务拓展经理-新星引力计划,Tencent,tencent_careers,,Marketing,0.0,0.0,1.0,0.35,28.5,0.1774,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2037392058448248832,resume-ai-001,tencent_careers:2037392058448248832,微信-产品经理-AI方向,Tencent,tencent_careers,LLM,Product|Design,0.3333,0.3333,0.55,1.0,47.67,0.3688,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2037392058448248832,resume-java-001,tencent_careers:2037392058448248832,微信-产品经理-AI方向,Tencent,tencent_careers,Design,LLM|Product,0.3333,0.3333,0.75,1.0,51.67,0.4184,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2074414767455518720,resume-ai-001,tencent_careers:2074414767455518720,大模型推理引擎研发工程师（深圳/北京/上海/杭州）,Tencent,tencent_careers,Python|LLM,C++|Microservices|Machine Learning|Deep Learning,0.3333,0.6667,0.0,1.0,43.33,0.3181,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2074414767455518720,resume-java-001,tencent_careers:2074414767455518720,大模型推理引擎研发工程师（深圳/北京/上海/杭州）,Tencent,tencent_careers,Microservices,Python|C++|Machine Learning|Deep Learning|LLM,0.1667,0.6667,1.0,1.0,55.83,0.4719,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2074347718066749440,resume-ai-001,tencent_careers:2074347718066749440,高级游戏商业化策划,Tencent,tencent_careers,,Go|Security|Product|Marketing|Design|iOS,0.0,0.2,0.55,1.0,29.4,0.1843,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2074347718066749440,resume-java-001,tencent_careers:2074347718066749440,高级游戏商业化策划,Tencent,tencent_careers,Design,Go|Security|Product|Marketing|iOS,0.1667,0.6,0.75,1.0,48.9,0.3839,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:1968940958267625472,resume-ai-001,tencent_careers:1968940958267625472,微信小店-策略产品-电商推荐方向,Tencent,tencent_careers,,Product,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:1968940958267625472,resume-java-001,tencent_careers:1968940958267625472,微信小店-策略产品-电商推荐方向,Tencent,tencent_careers,,Product,0.0,0.0,1.0,0.35,28.5,0.1774,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2074422249078833152,resume-ai-001,tencent_careers:2074422249078833152,3A级开放世界-资深服务端开发,Tencent,tencent_careers,,Go|C++|SQL|Microservices|Security|Design,0.0,0.2,0.0,0.35,12.5,0.0858,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2074422249078833152,resume-java-001,tencent_careers:2074422249078833152,3A级开放世界-资深服务端开发,Tencent,tencent_careers,SQL|Microservices|Design,Go|C++|Security,0.5,0.8,1.0,0.35,67.0,0.6149,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2034611270900154368,resume-ai-001,tencent_careers:2034611270900154368,腾讯云-MaaS高级后台研发工程师,Tencent,tencent_careers,Python|LLM|RAG|Vector Search,Java|Go|SQL|Redis|Kafka|Docker|Kubernetes|Microservices|Security|Product|Design|Prompt Engineering,0.25,0.25,0.0,0.35,24.75,0.1507,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2034611270900154368,resume-java-001,tencent_careers:2034611270900154368,腾讯云-MaaS高级后台研发工程师,Tencent,tencent_careers,Java|SQL|Redis|Microservices|Design,Python|Go|Kafka|Docker|Kubernetes|LLM|RAG|Vector Search|Security|Product|Prompt Engineering,0.3125,0.5,1.0,0.35,52.56,0.4298,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2029338861385187328,resume-ai-001,tencent_careers:2029338861385187328,腾讯云乐享-强化学习算法研究员,Tencent,tencent_careers,Python|LLM,Java|Go|C++|JavaScript|Machine Learning|Deep Learning|NLP|Design|Prompt Engineering,0.1818,0.6667,0.0,0.35,30.02,0.1892,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2029338861385187328,resume-java-001,tencent_careers:2029338861385187328,腾讯云乐享-强化学习算法研究员,Tencent,tencent_careers,Java|Design,Python|Go|C++|JavaScript|Machine Learning|Deep Learning|NLP|LLM|Prompt Engineering,0.1818,0.6667,1.0,0.35,50.02,0.3977,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2041708778130407424,resume-ai-001,tencent_careers:2041708778130407424,《洛克王国：世界》海外官号及社区运营经理,Tencent,tencent_careers,,Product|Marketing,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2041708778130407424,resume-java-001,tencent_careers:2041708778130407424,《洛克王国：世界》海外官号及社区运营经理,Tencent,tencent_careers,,Product|Marketing,0.0,0.0,1.0,1.0,35.0,0.2322,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061001586997637120,resume-ai-001,tencent_careers:2061001586997637120,AI协作工具产品后台研发高级工程师岗位,Tencent,tencent_careers,,Go|C++|SQL|Kafka|Kubernetes|Linux|Microservices|Product|Design,0.0,0.1667,0.0,0.35,11.83,0.0831,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061001586997637120,resume-java-001,tencent_careers:2061001586997637120,AI协作工具产品后台研发高级工程师岗位,Tencent,tencent_careers,SQL|Microservices|Design,Go|C++|Kafka|Kubernetes|Linux|Product,0.3333,0.6667,0.6,0.35,48.83,0.383,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2074347725469691904,resume-ai-001,tencent_careers:2074347725469691904,版本运营,Tencent,tencent_careers,,Go|Testing|Product|Marketing|iOS,0.0,0.25,0.55,1.0,30.4,0.1923,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2074347725469691904,resume-java-001,tencent_careers:2074347725469691904,版本运营,Tencent,tencent_careers,,Go|Testing|Product|Marketing|iOS,0.0,0.5,0.75,1.0,39.4,0.2754,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2037411502792798208,resume-ai-001,tencent_careers:2037411502792798208,微信-AI Infra工程师-大模型推理方向,Tencent,tencent_careers,Python|LLM,C++|Microservices|Deep Learning,0.4,0.6667,0.55,1.0,57.33,0.4913,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2037411502792798208,resume-java-001,tencent_careers:2037411502792798208,微信-AI Infra工程师-大模型推理方向,Tencent,tencent_careers,Microservices,Python|C++|Deep Learning|LLM,0.2,0.6667,0.75,1.0,52.33,0.4269,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2054896040263467008,resume-ai-001,tencent_careers:2054896040263467008,魔方技术中心-高级游戏引擎开发工程师,Tencent,tencent_careers,,Unity,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2054896040263467008,resume-java-001,tencent_careers:2054896040263467008,魔方技术中心-高级游戏引擎开发工程师,Tencent,tencent_careers,,Unity,0.0,1.0,1.0,1.0,55.0,0.4611,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2074396169051746304,resume-ai-001,tencent_careers:2074396169051746304,大数据平台后台开发工程师/技术专家(深圳/北京）,Tencent,tencent_careers,Python,Java|Go|Redis|Linux|Microservices|Big Data|Testing|Product|Design,0.1,0.1429,0.0,0.35,15.86,0.1005,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2074396169051746304,resume-java-001,tencent_careers:2074396169051746304,大数据平台后台开发工程师/技术专家(深圳/北京）,Tencent,tencent_careers,Java|Redis|Microservices|Design,Python|Go|Linux|Big Data|Testing|Product,0.4,0.5714,1.0,0.35,57.93,0.4991,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:1995782398633205760,resume-ai-001,tencent_careers:1995782398633205760,AI Infra强化学习工程师​-(深圳)or(北京)or,Tencent,tencent_careers,Python|LLM,C++|Microservices|Machine Learning|Deep Learning|Design,0.2857,0.5,0.0,1.0,37.86,0.2597,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:1995782398633205760,resume-java-001,tencent_careers:1995782398633205760,AI Infra强化学习工程师​-(深圳)or(北京)or,Tencent,tencent_careers,Microservices|Design,Python|C++|Machine Learning|Deep Learning|LLM,0.2857,0.75,1.0,1.0,62.86,0.5628,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2053714315432865792,resume-ai-001,tencent_careers:2053714315432865792,UE微恐轻动作项目-主系统,Tencent,tencent_careers,,Testing|Product|Marketing|Design,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2053714315432865792,resume-java-001,tencent_careers:2053714315432865792,UE微恐轻动作项目-主系统,Tencent,tencent_careers,Design,Testing|Product|Marketing,0.25,0.3333,1.0,1.0,52.92,0.4343,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2041515666934231040,resume-ai-001,tencent_careers:2041515666934231040,腾讯营销-营销平台产品运营,Tencent,tencent_careers,,Product|Marketing,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2041515666934231040,resume-java-001,tencent_careers:2041515666934231040,腾讯营销-营销平台产品运营,Tencent,tencent_careers,,Product|Marketing,0.0,0.0,1.0,0.35,28.5,0.1774,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:1946160913375666176,resume-ai-001,tencent_careers:1946160913375666176,微信小店-产品运营-行业运营（电商平台活动运营）,Tencent,tencent_careers,,Product|Marketing,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:1946160913375666176,resume-java-001,tencent_careers:1946160913375666176,微信小店-产品运营-行业运营（电商平台活动运营）,Tencent,tencent_careers,,Product|Marketing,0.0,0.0,1.0,0.35,28.5,0.1774,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061637334750900224,resume-ai-001,tencent_careers:2061637334750900224,UE微恐轻动作项目-主交互,Tencent,tencent_careers,,Testing|Marketing|Design|Unity,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061637334750900224,resume-java-001,tencent_careers:2061637334750900224,UE微恐轻动作项目-主交互,Tencent,tencent_careers,Design,Testing|Marketing|Unity,0.25,0.5,0.6,1.0,48.25,0.3759,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:1963884175547322368,resume-ai-001,tencent_careers:1963884175547322368,腾讯云-南区云原生销售-广州/深圳,Tencent,tencent_careers,,Kubernetes|Product,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:1963884175547322368,resume-java-001,tencent_careers:1963884175547322368,腾讯云-南区云原生销售-广州/深圳,Tencent,tencent_careers,,Kubernetes|Product,0.0,0.0,0.6,0.35,20.5,0.1246,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061001589497442304,resume-ai-001,tencent_careers:2061001589497442304,AI协作工具产品高级产品经理,Tencent,tencent_careers,LLM|RAG,Product|Marketing|Design|Prompt Engineering,0.3333,0.3333,0.0,0.35,30.17,0.1904,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061001589497442304,resume-java-001,tencent_careers:2061001589497442304,AI协作工具产品高级产品经理,Tencent,tencent_careers,Design,LLM|RAG|Product|Marketing|Prompt Engineering,0.1667,0.3333,1.0,0.35,42.67,0.3106,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2067278419116339200,resume-ai-001,tencent_careers:2067278419116339200,Tencent Cloud-Senior Cloud Solution Architect,Tencent,tencent_careers,,Machine Learning|Marketing|Design|Excel|Big Data|Product,0.0,0.2,0.0,0.35,12.5,0.0858,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2067278419116339200,resume-java-001,tencent_careers:2067278419116339200,Tencent Cloud-Senior Cloud Solution Architect,Tencent,tencent_careers,Design,Machine Learning|Marketing|Excel|Big Data|Product,0.1667,0.4,0.6,0.35,36.0,0.2416,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2041707816938532864,resume-ai-001,tencent_careers:2041707816938532864,《洛克王国：世界》-高级研发项目经理-版本方向,Tencent,tencent_careers,,Testing|Security|Marketing|Product,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2041707816938532864,resume-java-001,tencent_careers:2041707816938532864,《洛克王国：世界》-高级研发项目经理-版本方向,Tencent,tencent_careers,,Testing|Security|Marketing|Product,0.0,0.0,1.0,1.0,35.0,0.2322,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2071822753362784256,resume-ai-001,tencent_careers:2071822753362784256,《怪物猎人：旅人》-资深动画师-局内动画,Tencent,tencent_careers,,Design,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2071822753362784256,resume-java-001,tencent_careers:2071822753362784256,《怪物猎人：旅人》-资深动画师-局内动画,Tencent,tencent_careers,Design,,1.0,1.0,1.0,1.0,100.0,0.8988,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2041772169679241216,resume-ai-001,tencent_careers:2041772169679241216,AI前线部署工程师FDE,腾讯云智研发子公司,tencent_careers,Python|LLM|RAG|Vector Search,React|SQL|Docker|Kubernetes|Product|Marketing|Design|Prompt Engineering,0.3333,0.2857,0.0,0.35,29.21,0.1829,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2041772169679241216,resume-java-001,tencent_careers:2041772169679241216,AI前线部署工程师FDE,腾讯云智研发子公司,tencent_careers,SQL|Design,Python|React|Docker|Kubernetes|LLM|RAG|Vector Search|Product|Marketing|Prompt Engineering,0.1667,0.5714,1.0,0.35,47.43,0.3659,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:1970103118096125952,resume-ai-001,tencent_careers:1970103118096125952,微信视频号-投放大模型算法工程师-（深圳/北京）,Tencent,tencent_careers,Python|LLM,C++|Machine Learning|Deep Learning|Marketing,0.3333,0.6667,0.0,0.35,36.83,0.2496,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:1970103118096125952,resume-java-001,tencent_careers:1970103118096125952,微信视频号-投放大模型算法工程师-（深圳/北京）,Tencent,tencent_careers,,Python|C++|Machine Learning|Deep Learning|LLM|Marketing,0.0,0.3333,1.0,0.35,35.17,0.2337,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2041737455060807680,resume-ai-001,tencent_careers:2041737455060807680,腾讯云-文化传媒行业销售,Tencent,tencent_careers,,Big Data|Product,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2041737455060807680,resume-java-001,tencent_careers:2041737455060807680,腾讯云-文化传媒行业销售,Tencent,tencent_careers,,Big Data|Product,0.0,0.5,1.0,0.35,38.5,0.2662,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2061646295944310784,resume-ai-001,tencent_careers:2061646295944310784,腾讯AI协作工具企业版后台开发工程师,Tencent,tencent_careers,,Java|Go|C++|SQL|Redis|Docker|Microservices|Testing|Security|Product|Design,0.0,0.125,0.0,0.35,11.0,0.0799,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2061646295944310784,resume-java-001,tencent_careers:2061646295944310784,腾讯AI协作工具企业版后台开发工程师,Tencent,tencent_careers,Java|SQL|Redis|Microservices|Design,Go|C++|Docker|Testing|Security|Product,0.4545,0.5,1.0,0.35,58.95,0.5124,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2021524262426406912,resume-ai-001,tencent_careers:2021524262426406912,QQ炫舞端游-资深商业化运营策划,Tencent,tencent_careers,,Product|Marketing|Design,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2021524262426406912,resume-java-001,tencent_careers:2021524262426406912,QQ炫舞端游-资深商业化运营策划,Tencent,tencent_careers,Design,Product|Marketing,0.3333,0.5,1.0,0.35,53.5,0.4418,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2074084854668111872,resume-ai-001,tencent_careers:2074084854668111872,规划架构师-AI算力配套优化,Tencent,tencent_careers,Python,Java|Go|C++|Docker|Kubernetes|Linux|Deep Learning|Design,0.1111,0.5,0.0,1.0,30.0,0.1891,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2074084854668111872,resume-java-001,tencent_careers:2074084854668111872,规划架构师-AI算力配套优化,Tencent,tencent_careers,Java|Design,Python|Go|C++|Docker|Kubernetes|Linux|Deep Learning,0.2222,0.5,1.0,1.0,55.0,0.4611,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2041737457434787840,resume-ai-001,tencent_careers:2041737457434787840,腾讯云-新媒体行业销售,Tencent,tencent_careers,,,0.45,0.45,0.0,0.35,37.25,0.2537,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2041737457434787840,resume-java-001,tencent_careers:2041737457434787840,腾讯云-新媒体行业销售,Tencent,tencent_careers,,,0.45,0.45,1.0,0.35,57.25,0.4903,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2029452854275764224,resume-ai-001,tencent_careers:2029452854275764224,《王者荣耀》影视CG导演,Tencent,tencent_careers,,Design,0.0,0.0,0.0,1.0,15.0,0.0966,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2029452854275764224,resume-java-001,tencent_careers:2029452854275764224,《王者荣耀》影视CG导演,Tencent,tencent_careers,Design,,1.0,1.0,1.0,1.0,100.0,0.8988,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2056946754158510080,resume-ai-001,tencent_careers:2056946754158510080,微信小店-产品运营-用户增长策略运营,Tencent,tencent_careers,,Product|Marketing,0.0,0.0,0.0,0.35,8.5,0.0708,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2056946754158510080,resume-java-001,tencent_careers:2056946754158510080,微信小店-产品运营-用户增长策略运营,Tencent,tencent_careers,,Product|Marketing,0.0,0.0,1.0,0.35,28.5,0.1774,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2014529794737328128,resume-ai-001,tencent_careers:2014529794737328128,微信小店-后台开发工程师-商业基建,Tencent,tencent_careers,,C++|Linux|Microservices|DevOps|Product|Marketing|Design,0.0,0.2,0.0,0.35,12.5,0.0858,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-java-001:tencent_careers:2014529794737328128,resume-java-001,tencent_careers:2014529794737328128,微信小店-后台开发工程师-商业基建,Tencent,tencent_careers,Microservices|Design,C++|Linux|DevOps|Product|Marketing,0.2857,0.6,1.0,0.35,53.36,0.4399,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
synthetic:resume-ai-001:tencent_careers:2074034574983348224,resume-ai-001,tencent_careers:2074034574983348224,腾讯视频-AI动漫制片人,Tencent,tencent_careers,LLM,Marketing|Design|Prompt Engineering,0.25,0.3333,0.0,0.35,26.42,0.1621,,rule_based_skill_dimension_experience_education_quality,2026-07-15T19:11:15+08:00
